State,District,Water_Source,pH,Dissolved_Oxygen,BOD,COD,TDS,Conductivity,Turbidity,Nitrate,Phosphate,Temperature,Hardness,Chloride,Sulfate,WQI,Quality
Uttar Pradesh,Lucknow,Groundwater,6.98,8.8,6.74,15.26,466,576,5.65,28.45,2.01,32.6,214,155,144,37,Unsafe
Maharashtra,Mumbai,River,8.13,7.61,3.71,11.46,534,886,9.04,23.32,0.31,33.1,207,161,199,24,Unsafe
Uttar Pradesh,Lucknow,Groundwater,7.93,7.96,6.67,33.15,111,489,9.89,10.6,1.0,23.6,120,90,149,43,Poor
Andhra Pradesh,Vijayawada,Lake,7.0,8.92,3.59,21.51,581,473,2.0,29.68,1.28,18.8,178,172,180,46,Poor
Maharashtra,Pune,Groundwater,7.79,4.88,7.95,22.42,191,859,8.84,6.48,2.05,25.2,148,52,163,27,Unsafe
Delhi,New Delhi,Lake,6.47,9.44,6.64,37.73,540,650,7.86,11.95,0.58,33.8,341,62,158,37,Unsafe
West Bengal,Kolkata,Groundwater,7.67,4.97,1.49,36.67,319,330,5.18,20.99,0.95,31.2,186,37,37,36,Unsafe
Andhra Pradesh,Visakhapatnam,Lake,8.49,8.59,1.38,15.31,112,525,5.92,16.46,1.07,18.4,307,157,66,57,Poor
Telangana,Hyderabad,Groundwater,7.77,8.39,3.4,33.03,125,748,7.41,7.01,0.86,32.6,167,72,51,59,Poor
Maharashtra,Nagpur,River,6.37,6.45,3.03,40.76,561,364,6.04,29.57,0.51,34.0,326,113,167,22,Unsafe
Tamil Nadu,Coimbatore,Groundwater,7.35,6.33,5.43,22.38,177,463,5.1,7.25,0.18,30.0,293,33,40,51,Poor
Andhra Pradesh,Guntur,Groundwater,8.27,8.64,7.7,26.7,103,660,3.97,2.65,2.2,24.7,84,45,183,58,Poor
Telangana,Warangal,Groundwater,7.61,9.05,1.05,14.55,533,787,6.01,23.51,1.85,25.1,165,116,116,47,Poor
Gujarat,Vadodara,Groundwater,7.54,7.68,1.91,16.5,411,617,3.62,17.92,0.3,23.7,97,176,57,51,Poor
Tamil Nadu,Coimbatore,Reservoir,8.38,8.19,1.23,37.03,232,520,4.05,20.54,1.68,24.3,198,169,152,53,Poor
Tamil Nadu,Madurai,Groundwater,7.67,9.12,3.87,10.19,593,750,6.39,2.3,2.38,19.1,214,62,144,48,Poor
Andhra Pradesh,Visakhapatnam,Lake,8.35,4.69,1.1,15.65,531,357,3.26,22.55,0.24,23.3,173,180,41,25,Unsafe
Andhra Pradesh,Visakhapatnam,Reservoir,7.58,4.57,2.68,32.86,605,732,6.4,12.85,1.11,23.5,201,24,141,23,Unsafe
Tamil Nadu,Coimbatore,River,6.55,6.52,7.19,44.69,395,359,0.6,5.15,2.17,20.7,121,76,161,45,Poor
Telangana,Hyderabad,River,7.6,8.07,5.14,32.97,416,263,1.31,2.43,1.37,20.0,289,38,172,58,Poor
Karnataka,Bengaluru,Groundwater,7.09,9.37,1.85,10.29,643,702,5.41,39.04,0.55,32.6,94,61,37,38,Unsafe
Uttar Pradesh,Varanasi,River,6.84,4.55,1.05,16.28,426,210,6.88,19.18,0.19,26.7,240,121,185,29,Unsafe
West Bengal,Kolkata,River,7.6,6.72,3.64,26.02,167,329,8.81,39.07,1.6,30.3,70,27,136,31,Unsafe
Uttar Pradesh,Kanpur,River,8.2,8.69,2.82,29.36,679,479,5.84,27.35,1.73,28.9,349,161,81,29,Unsafe
Tamil Nadu,Chennai,Lake,7.57,8.34,5.75,24.85,475,182,2.97,34.6,1.14,28.9,327,162,124,37,Unsafe
Maharashtra,Pune,River,7.43,6.65,6.97,20.83,364,796,3.93,20.64,1.66,24.4,139,121,196,37,Unsafe
Uttar Pradesh,Varanasi,Reservoir,8.4,6.72,3.84,40.3,628,264,4.97,13.66,1.95,25.0,89,164,61,26,Unsafe
Maharashtra,Nagpur,River,7.46,8.41,3.63,31.69,104,218,7.88,32.15,0.78,27.3,295,101,195,49,Poor
Uttar Pradesh,Varanasi,Groundwater,6.33,6.4,7.42,25.71,321,805,1.59,13.9,1.66,22.6,207,91,141,39,Unsafe
Andhra Pradesh,Visakhapatnam,River,6.88,8.49,7.26,40.93,306,731,7.7,25.41,0.45,18.6,346,173,92,37,Unsafe
Uttar Pradesh,Varanasi,Groundwater,6.39,6.49,6.08,44.36,368,746,4.79,26.04,0.75,22.1,334,118,155,28,Unsafe
Andhra Pradesh,Visakhapatnam,Reservoir,7.94,5.64,4.16,25.62,611,611,4.7,3.92,0.35,29.2,148,95,50,30,Unsafe
Uttar Pradesh,Varanasi,River,7.01,6.01,3.87,19.03,277,830,6.89,35.4,2.43,34.8,186,32,198,30,Unsafe
Telangana,Nizamabad,River,7.19,8.19,6.1,19.12,354,291,0.84,38.97,2.46,21.9,216,126,156,45,Poor
West Bengal,Kolkata,Groundwater,7.57,6.33,2.62,12.06,490,487,7.82,34.96,0.94,26.2,132,176,87,23,Unsafe
Delhi,New Delhi,River,7.14,7.79,4.27,25.67,599,462,1.71,12.14,0.32,31.7,274,70,104,48,Poor
Kerala,Kochi,Groundwater,8.26,9.45,3.96,44.06,696,316,8.83,4.89,1.99,26.5,179,122,80,35,Unsafe
Delhi,New Delhi,Lake,6.61,7.68,7.65,32.65,557,630,8.53,3.8,2.38,23.5,75,139,187,29,Unsafe
Gujarat,Vadodara,Lake,7.05,4.98,4.41,39.39,289,631,4.83,34.82,0.78,21.0,137,76,144,28,Unsafe
Kerala,Thiruvananthapuram,Reservoir,8.57,7.64,1.03,40.11,217,736,4.84,31.83,0.94,30.0,142,127,175,43,Poor
Tamil Nadu,Coimbatore,Groundwater,6.94,9.07,4.8,22.29,269,626,8.46,5.2,0.62,33.3,308,119,36,55,Poor
West Bengal,Kolkata,Lake,7.05,6.31,2.42,38.37,412,249,9.26,38.07,1.72,25.3,262,152,45,23,Unsafe
Delhi,New Delhi,Reservoir,8.53,5.64,2.47,15.06,112,488,0.53,34.92,1.49,18.2,237,171,83,42,Poor
Uttar Pradesh,Lucknow,Groundwater,8.48,4.83,2.09,33.87,504,444,2.17,17.2,0.34,20.3,350,83,109,29,Unsafe
Tamil Nadu,Chennai,Reservoir,7.66,5.3,3.76,44.74,335,657,8.15,33.87,2.24,19.1,301,91,89,21,Unsafe
Gujarat,Vadodara,Groundwater,6.79,6.74,2.82,35.99,187,856,0.84,10.46,1.48,19.8,122,109,135,62,Moderate
Uttar Pradesh,Kanpur,River,8.45,8.03,1.46,35.1,88,868,6.74,6.28,2.21,22.2,86,148,49,59,Poor
Karnataka,Mysuru,Reservoir,8.08,8.55,2.84,36.17,566,559,9.2,6.35,0.68,23.2,256,177,195,38,Unsafe
Telangana,Hyderabad,Lake,7.39,4.95,4.6,38.44,357,302,1.47,20.78,1.5,31.6,292,115,88,38,Unsafe
Uttar Pradesh,Lucknow,Lake,7.5,4.82,4.46,44.4,593,853,2.87,35.32,1.43,27.5,296,96,131,18,Unsafe
Andhra Pradesh,Vijayawada,Reservoir,8.57,7.51,4.5,15.79,489,492,3.87,18.44,1.75,31.2,302,50,153,33,Unsafe
Andhra Pradesh,Guntur,Lake,8.49,8.22,4.25,18.34,261,283,3.38,2.67,1.82,20.7,261,160,129,56,Poor
Telangana,Hyderabad,River,7.84,6.7,7.08,15.9,297,190,1.3,13.92,1.77,19.0,105,39,53,45,Poor
West Bengal,Siliguri,Reservoir,6.82,5.59,3.62,39.36,276,873,5.04,11.17,0.75,30.5,230,139,73,43,Poor
Tamil Nadu,Coimbatore,River,8.12,6.06,7.93,13.23,82,407,5.24,25.97,0.32,20.9,349,178,82,32,Unsafe
Tamil Nadu,Madurai,River,8.51,7.46,3.36,41.51,522,633,3.31,34.92,1.94,19.0,201,80,80,27,Unsafe
Karnataka,Mangaluru,River,8.03,6.5,4.06,11.49,444,191,5.49,35.56,2.47,20.4,303,142,159,23,Unsafe
Tamil Nadu,Coimbatore,Groundwater,8.19,6.99,1.08,29.62,557,206,5.24,38.04,0.14,30.8,325,82,197,25,Unsafe
West Bengal,Siliguri,Groundwater,8.01,8.09,3.92,33.04,296,358,6.81,12.48,1.48,31.9,82,163,141,46,Poor
Maharashtra,Pune,River,7.2,6.47,1.01,12.82,652,896,6.21,7.24,1.37,21.1,330,148,184,40,Poor
Telangana,Nizamabad,River,7.26,5.66,5.43,36.21,94,246,6.33,18.75,1.23,18.8,117,96,183,43,Poor
Andhra Pradesh,Vijayawada,River,7.7,5.92,1.83,36.56,586,567,6.01,36.2,1.66,32.8,149,152,41,20,Unsafe
Delhi,New Delhi,Lake,6.34,5.37,1.34,18.46,98,307,7.82,13.87,1.38,26.4,203,128,202,43,Poor
West Bengal,Siliguri,River,8.51,8.19,2.87,15.64,602,477,1.89,36.49,0.59,27.2,253,151,138,31,Unsafe
Karnataka,Mysuru,River,6.47,4.96,4.77,35.64,436,452,2.19,33.73,2.01,20.4,169,101,211,23,Unsafe
Kerala,Thiruvananthapuram,Reservoir,8.18,4.99,2.52,41.09,343,832,9.87,28.01,0.41,28.6,269,83,75,17,Unsafe
Maharashtra,Nagpur,Reservoir,7.68,6.04,3.66,33.42,611,450,3.89,19.33,0.2,20.5,125,121,185,29,Unsafe
West Bengal,Siliguri,Reservoir,8.25,7.36,1.12,13.52,226,281,8.04,20.71,1.0,19.4,196,178,86,43,Poor
Maharashtra,Nagpur,Lake,6.83,5.22,1.83,34.58,445,221,4.78,31.71,0.87,18.4,279,83,55,28,Unsafe
Uttar Pradesh,Kanpur,Groundwater,6.67,5.59,1.71,10.21,521,431,3.74,21.73,2.09,19.1,301,104,97,33,Unsafe
Uttar Pradesh,Kanpur,Groundwater,8.45,7.19,7.57,15.41,229,664,3.65,7.07,1.73,23.3,116,29,35,43,Poor
Delhi,New Delhi,Lake,7.01,5.96,4.74,24.65,491,822,8.51,4.36,0.47,26.5,331,135,26,32,Unsafe
Uttar Pradesh,Lucknow,River,7.77,5.41,1.05,41.14,261,708,2.18,9.65,0.72,31.3,285,146,130,53,Poor
Andhra Pradesh,Visakhapatnam,Groundwater,6.9,5.47,6.98,40.67,368,646,1.95,17.53,1.98,33.6,171,97,54,36,Unsafe
Tamil Nadu,Coimbatore,Groundwater,6.65,7.66,2.06,18.06,360,649,7.16,29.64,2.25,32.4,346,81,206,38,Unsafe
Karnataka,Mysuru,Lake,7.2,9.28,4.51,19.81,90,483,8.79,37.59,0.21,22.0,197,161,195,49,Poor
Uttar Pradesh,Kanpur,Reservoir,8.32,6.64,5.4,11.62,271,849,2.59,13.64,0.48,34.3,271,109,62,43,Poor
Telangana,Nizamabad,Reservoir,7.36,5.47,6.26,10.22,494,287,7.37,4.84,2.4,33.5,129,162,205,29,Unsafe
Uttar Pradesh,Lucknow,Groundwater,8.32,7.58,1.13,22.37,600,430,2.86,30.35,0.9,25.0,121,24,195,34,Unsafe
Maharashtra,Pune,Lake,8.43,7.92,2.68,15.71,104,737,3.95,36.05,1.41,27.0,239,82,157,46,Poor
Andhra Pradesh,Vijayawada,River,7.08,5.17,7.83,43.99,624,543,9.21,23.1,0.14,22.6,289,109,191,6,Unsafe
Maharashtra,Pune,Reservoir,6.96,9.36,1.6,32.29,608,503,5.71,1.87,1.62,34.2,308,42,157,57,Poor
Uttar Pradesh,Kanpur,Reservoir,8.15,5.85,4.96,23.92,522,858,5.05,4.15,2.35,33.4,283,178,144,31,Unsafe
West Bengal,Siliguri,Lake,6.31,5.65,3.51,40.52,542,606,8.12,27.62,1.68,28.9,207,23,35,14,Unsafe
Andhra Pradesh,Vijayawada,River,8.52,7.71,5.03,39.7,410,358,7.42,27.64,1.27,22.5,258,40,21,25,Unsafe
Kerala,Kozhikode,Lake,8.17,8.78,7.94,28.91,500,631,5.96,7.07,1.21,24.0,283,174,151,37,Unsafe
West Bengal,Siliguri,Lake,6.5,9.02,4.88,23.0,521,538,2.24,2.29,0.42,22.8,313,114,45,55,Poor
Kerala,Kozhikode,Reservoir,7.97,6.92,5.23,10.13,368,363,9.27,8.04,1.28,21.6,61,67,180,33,Unsafe
Andhra Pradesh,Vijayawada,Reservoir,7.62,5.52,4.25,10.85,469,575,7.24,38.05,2.25,22.8,69,150,53,15,Unsafe
Karnataka,Bengaluru,Reservoir,6.9,7.7,3.73,19.47,178,289,3.39,31.52,1.65,20.7,74,133,45,51,Poor
Telangana,Hyderabad,River,7.79,6.31,5.51,28.06,258,300,7.05,36.5,0.52,32.9,84,43,51,25,Unsafe
Kerala,Kochi,Reservoir,8.5,8.97,4.46,20.85,647,519,6.45,3.54,0.52,18.1,168,155,200,37,Unsafe
Kerala,Thiruvananthapuram,Lake,8.54,6.92,3.58,14.79,349,188,1.85,24.17,0.69,29.6,285,153,76,39,Unsafe
Maharashtra,Mumbai,River,8.04,7.13,1.07,38.92,233,771,6.43,11.89,0.92,30.4,335,176,118,51,Poor
Maharashtra,Nagpur,Reservoir,6.97,5.06,2.62,25.94,207,292,9.78,4.71,1.47,31.3,324,178,219,40,Poor
Uttar Pradesh,Varanasi,River,7.09,7.13,4.97,26.65,94,349,3.07,5.89,1.08,31.9,124,126,47,64,Moderate
Maharashtra,Pune,Groundwater,8.27,6.28,2.19,39.56,419,294,3.72,2.22,0.65,30.4,63,41,191,45,Poor
Telangana,Hyderabad,River,7.36,4.61,7.27,11.81,612,507,2.95,34.72,2.28,30.9,217,39,196,11,Unsafe
Delhi,New Delhi,Reservoir,6.74,8.82,2.81,17.31,320,747,7.58,32.14,2.31,34.0,137,85,199,43,Poor
Tamil Nadu,Chennai,Groundwater,6.89,8.27,3.28,16.78,183,351,1.33,19.65,1.25,27.0,114,143,120,65,Moderate
Tamil Nadu,Chennai,Lake,8.3,7.54,5.24,17.92,579,605,9.32,17.37,0.21,25.3,158,180,150,20,Unsafe
Karnataka,Mangaluru,Reservoir,7.87,8.76,1.37,11.84,364,684,0.63,32.81,1.04,31.6,133,152,87,55,Poor
Tamil Nadu,Chennai,Groundwater,8.44,8.35,2.56,21.69,672,637,4.57,18.96,2.42,32.5,180,123,182,33,Unsafe
West Bengal,Kolkata,Reservoir,8.09,7.35,7.09,37.64,140,765,5.22,9.18,2.03,31.4,135,75,120,47,Poor
Uttar Pradesh,Lucknow,Reservoir,6.68,5.17,3.77,33.39,573,551,9.02,4.17,1.03,34.9,315,79,51,23,Unsafe
Uttar Pradesh,Lucknow,River,6.32,9.01,6.0,42.68,631,389,5.62,21.9,1.1,30.5,170,59,123,31,Unsafe
Tamil Nadu,Coimbatore,Groundwater,8.03,7.56,3.63,33.93,259,298,4.71,18.72,1.38,25.1,60,110,202,47,Poor
Maharashtra,Pune,Groundwater,6.58,7.15,3.57,10.43,467,754,0.8,32.47,0.6,33.5,344,25,77,39,Unsafe
Gujarat,Vadodara,Lake,8.24,5.9,3.87,36.93,329,466,7.62,18.43,1.97,26.3,229,65,73,28,Unsafe
Karnataka,Mangaluru,Groundwater,6.77,9.3,5.74,32.19,373,702,5.35,13.22,1.42,33.7,93,71,88,51,Poor
Uttar Pradesh,Kanpur,River,6.98,5.37,5.26,21.83,381,659,4.48,32.65,1.81,30.0,336,100,26,26,Unsafe
West Bengal,Siliguri,Reservoir,6.99,7.33,4.55,23.15,274,379,7.22,18.3,1.85,25.6,159,60,189,43,Poor
Maharashtra,Mumbai,River,6.92,8.66,3.6,13.89,582,287,1.61,28.16,2.0,31.2,279,116,112,45,Poor
West Bengal,Kolkata,Lake,7.54,4.81,6.61,37.24,406,425,8.45,2.18,0.86,19.2,213,153,115,26,Unsafe
Andhra Pradesh,Visakhapatnam,Groundwater,7.43,9.14,3.93,39.47,170,638,6.4,7.09,0.84,22.6,294,141,77,65,Moderate
Uttar Pradesh,Varanasi,Groundwater,6.61,5.26,4.87,17.42,212,421,1.78,24.35,2.08,25.3,333,133,145,40,Poor
Delhi,New Delhi,Lake,8.58,6.32,1.03,27.86,406,688,2.56,31.92,1.99,26.7,300,137,68,33,Unsafe
Uttar Pradesh,Lucknow,River,7.87,7.65,7.95,17.03,620,826,1.7,35.04,0.72,20.6,288,159,151,23,Unsafe
West Bengal,Siliguri,Groundwater,6.53,4.52,7.51,34.63,84,490,5.42,36.22,1.48,22.8,345,62,201,22,Unsafe
Maharashtra,Mumbai,Reservoir,6.97,9.32,6.97,20.9,322,209,4.93,18.27,1.35,20.6,158,176,119,51,Poor
Uttar Pradesh,Lucknow,River,7.48,8.75,4.13,15.41,486,764,9.64,13.71,0.29,29.6,195,22,214,40,Poor
Maharashtra,Mumbai,Groundwater,6.5,4.59,7.05,11.8,298,445,6.22,5.18,2.11,24.5,297,44,184,28,Unsafe
Telangana,Hyderabad,Lake,6.4,8.32,4.83,26.06,415,246,2.82,17.55,2.28,28.3,164,41,30,47,Poor
Tamil Nadu,Chennai,Groundwater,8.22,6.26,7.09,35.9,345,276,5.03,24.72,1.83,19.8,338,154,79,25,Unsafe
Uttar Pradesh,Kanpur,River,6.41,9.44,6.3,27.22,201,659,6.5,1.62,2.4,21.5,340,33,39,58,Poor
Gujarat,Surat,Lake,7.76,7.62,6.74,30.21,561,272,4.53,30.52,2.11,20.4,213,136,195,25,Unsafe
Telangana,Nizamabad,Groundwater,6.73,6.95,6.57,14.08,416,239,4.22,37.67,1.07,28.4,137,96,41,26,Unsafe
Gujarat,Vadodara,Reservoir,6.34,5.9,7.72,22.67,685,375,7.1,6.16,1.95,30.6,133,54,83,15,Unsafe
Kerala,Kochi,Groundwater,7.82,4.72,6.2,19.03,158,658,8.16,22.89,0.8,30.7,284,84,137,24,Unsafe
Delhi,New Delhi,River,6.64,7.73,3.94,26.97,435,683,5.8,39.55,0.75,27.3,289,97,69,30,Unsafe
West Bengal,Siliguri,Lake,7.02,5.05,4.55,15.56,537,754,7.9,15.14,0.43,34.8,78,147,171,22,Unsafe
Telangana,Warangal,Groundwater,8.17,6.01,6.11,32.48,650,896,3.87,16.47,2.12,28.4,70,123,54,20,Unsafe
Gujarat,Surat,Groundwater,8.35,8.37,2.56,34.02,559,505,5.34,35.06,0.81,19.7,287,143,132,29,Unsafe
West Bengal,Siliguri,Groundwater,8.22,7.19,6.52,26.94,336,511,2.47,36.87,2.47,19.3,254,35,162,30,Unsafe
Gujarat,Surat,Reservoir,6.96,7.66,3.34,38.42,484,670,8.53,26.49,2.09,30.7,277,69,70,32,Unsafe
Uttar Pradesh,Varanasi,Lake,8.19,4.55,3.1,25.73,683,418,5.76,19.95,1.13,22.5,315,144,122,12,Unsafe
Telangana,Nizamabad,Lake,7.23,9.36,6.89,20.81,355,708,6.33,11.93,1.73,27.7,187,72,62,52,Poor
Telangana,Nizamabad,Reservoir,6.94,6.43,6.14,44.93,632,767,4.9,3.07,1.52,34.4,71,149,53,33,Unsafe
West Bengal,Kolkata,River,6.66,4.61,1.68,23.47,251,511,6.85,12.97,0.39,18.9,317,21,210,37,Unsafe
Maharashtra,Pune,River,7.07,9.16,3.34,22.16,657,643,8.46,38.06,1.99,26.6,212,166,74,28,Unsafe
Uttar Pradesh,Kanpur,Reservoir,7.83,9.12,3.3,43.0,687,866,2.8,39.75,1.9,27.9,308,62,79,33,Unsafe
Tamil Nadu,Coimbatore,Reservoir,7.42,4.6,1.47,40.13,232,212,8.39,23.86,2.07,25.6,94,113,57,32,Unsafe
Maharashtra,Nagpur,Lake,7.3,4.55,4.88,26.41,371,411,4.99,15.17,2.11,21.3,155,45,163,32,Unsafe
Karnataka,Mangaluru,River,6.67,6.55,2.14,11.43,271,252,7.55,21.28,1.1,32.2,194,130,57,40,Poor
Maharashtra,Nagpur,Reservoir,7.87,7.86,4.97,10.59,238,196,7.29,22.05,2.25,25.6,264,129,127,41,Poor
Andhra Pradesh,Vijayawada,Reservoir,7.08,7.61,2.69,27.03,692,528,3.11,22.02,0.56,31.5,276,137,34,39,Unsafe
West Bengal,Siliguri,River,6.6,4.94,2.61,29.44,359,819,6.76,14.91,0.31,22.4,106,126,114,31,Unsafe
West Bengal,Siliguri,River,7.71,6.24,6.44,27.26,216,187,7.21,21.67,0.82,18.7,80,126,39,32,Unsafe
West Bengal,Kolkata,Groundwater,6.61,6.6,5.65,20.69,355,794,4.46,17.9,1.36,18.7,120,41,164,37,Unsafe
West Bengal,Kolkata,Lake,6.72,7.16,1.15,31.47,659,206,2.6,6.45,0.56,21.8,76,114,63,47,Poor
Kerala,Thiruvananthapuram,River,6.41,5.66,5.92,19.16,660,657,3.33,3.67,1.1,26.1,160,112,214,27,Unsafe
Uttar Pradesh,Lucknow,Lake,6.49,6.31,6.92,44.46,543,193,3.24,35.68,2.3,19.5,328,65,136,18,Unsafe
Telangana,Warangal,Groundwater,7.59,7.2,2.9,23.0,157,660,1.17,2.67,1.34,27.6,220,171,24,69,Moderate
Tamil Nadu,Madurai,Reservoir,6.87,5.87,5.63,13.65,131,335,2.6,39.21,1.49,28.2,205,132,140,37,Unsafe
Andhra Pradesh,Vijayawada,Groundwater,6.64,6.65,4.87,20.43,603,815,7.24,30.29,1.93,22.3,108,75,122,17,Unsafe
Uttar Pradesh,Lucknow,Reservoir,8.09,7.95,3.06,26.17,441,812,7.51,34.0,0.31,28.9,251,39,167,29,Unsafe
Kerala,Kozhikode,River,6.49,5.45,3.62,42.42,258,679,5.71,27.42,2.07,30.7,191,115,27,31,Unsafe
Andhra Pradesh,Guntur,Reservoir,7.13,9.47,1.06,39.85,266,249,8.96,7.63,1.03,27.4,228,167,68,64,Moderate
West Bengal,Siliguri,River,7.7,9.06,5.62,10.12,197,639,9.41,19.91,0.98,32.7,192,179,117,45,Poor
Kerala,Kochi,Groundwater,8.28,8.01,7.78,43.03,472,355,6.62,14.21,1.28,26.8,110,83,93,29,Unsafe
Telangana,Nizamabad,Groundwater,7.31,7.05,3.28,10.72,395,897,0.93,29.02,2.3,31.5,205,40,184,48,Poor
West Bengal,Siliguri,Lake,8.03,9.46,5.97,11.08,623,618,4.37,30.84,1.61,25.8,179,115,189,32,Unsafe
Kerala,Kozhikode,Reservoir,6.92,7.13,6.76,29.37,117,441,2.64,9.74,0.88,26.4,239,147,46,57,Poor
Andhra Pradesh,Visakhapatnam,Reservoir,6.88,4.59,6.18,29.14,676,624,9.57,5.6,0.77,21.7,116,129,154,11,Unsafe
Maharashtra,Mumbai,Reservoir,7.39,4.83,4.53,38.92,102,596,8.62,25.51,0.96,25.6,310,104,58,31,Unsafe
Andhra Pradesh,Visakhapatnam,Lake,6.58,4.98,2.32,11.33,281,233,1.95,39.89,2.46,25.9,306,110,164,32,Unsafe
Delhi,New Delhi,Reservoir,7.3,9.28,6.1,40.26,417,277,1.52,16.41,2.28,25.8,91,128,179,57,Poor
Maharashtra,Nagpur,River,7.04,6.56,5.61,44.68,459,801,9.7,29.31,0.76,33.0,318,20,202,20,Unsafe
Gujarat,Surat,Groundwater,7.95,7.59,6.17,27.12,131,624,1.8,1.43,1.62,28.3,237,106,137,62,Moderate
Kerala,Kochi,Groundwater,7.29,8.31,2.07,13.49,586,896,7.9,18.4,0.53,28.0,275,99,206,40,Poor
Kerala,Kozhikode,Reservoir,7.05,8.33,3.1,43.93,275,617,0.64,10.77,0.15,29.0,295,171,48,69,Moderate
Telangana,Hyderabad,River,8.21,6.05,2.96,13.33,679,536,1.86,33.22,0.84,22.6,225,26,173,21,Unsafe
Tamil Nadu,Chennai,River,8.2,6.12,4.6,44.38,414,501,4.36,3.03,0.27,33.9,333,139,31,39,Unsafe
West Bengal,Kolkata,Groundwater,6.8,8.33,7.52,44.79,82,568,8.12,24.27,1.92,29.2,204,74,79,44,Poor
Delhi,New Delhi,Reservoir,7.67,7.03,6.16,32.51,241,881,7.78,25.58,2.29,30.3,201,85,133,33,Unsafe
Karnataka,Mysuru,Groundwater,7.86,5.78,7.65,36.95,376,868,2.29,35.48,2.12,30.5,285,144,35,23,Unsafe
Karnataka,Mangaluru,Groundwater,7.8,7.53,1.56,31.42,95,890,2.13,36.32,1.27,26.3,186,120,65,56,Poor
Karnataka,Mangaluru,River,7.37,4.9,6.43,36.19,237,900,6.97,11.49,1.79,25.0,121,41,186,33,Unsafe
Telangana,Warangal,Groundwater,7.54,6.02,1.92,27.44,604,231,2.26,16.14,0.79,19.2,94,140,62,39,Unsafe
Karnataka,Mangaluru,Lake,6.43,9.27,2.54,23.73,555,845,2.73,3.5,1.8,30.0,171,67,82,58,Poor
West Bengal,Kolkata,Lake,6.6,8.1,6.04,36.15,380,361,8.47,11.82,0.85,32.9,113,50,104,38,Unsafe
Uttar Pradesh,Varanasi,Groundwater,8.39,9.22,7.75,21.25,369,349,9.26,33.86,0.31,31.3,116,90,104,23,Unsafe
Uttar Pradesh,Lucknow,River,8.47,7.82,3.38,15.02,372,771,7.8,38.42,0.25,30.6,151,72,56,24,Unsafe
Delhi,New Delhi,River,6.6,7.87,4.36,15.68,251,896,4.31,24.91,1.8,20.9,310,148,78,47,Poor
Uttar Pradesh,Varanasi,Groundwater,7.57,7.15,7.58,22.77,99,289,0.96,7.15,1.32,19.4,329,52,209,60,Moderate
West Bengal,Kolkata,River,7.12,5.59,1.08,20.3,91,809,9.67,1.93,0.84,18.3,184,180,137,53,Poor
Andhra Pradesh,Guntur,River,7.34,6.34,5.71,16.7,280,707,1.83,15.68,1.33,21.8,215,43,187,48,Poor
Karnataka,Mangaluru,Groundwater,8.58,6.35,5.71,25.18,216,754,5.25,33.71,0.63,25.7,74,111,172,25,Unsafe
Gujarat,Surat,River,7.1,4.73,4.11,16.43,333,606,2.14,27.04,1.55,20.6,177,30,81,36,Unsafe
Andhra Pradesh,Vijayawada,Reservoir,6.75,6.87,7.23,38.5,96,283,5.66,16.27,0.43,27.4,60,20,119,45,Poor
Andhra Pradesh,Guntur,Groundwater,6.39,7.83,6.81,23.81,631,651,8.06,28.22,1.84,33.9,170,174,184,16,Unsafe
Andhra Pradesh,Vijayawada,Lake,7.25,6.75,4.67,25.28,699,384,2.91,3.04,0.28,34.5,166,141,214,41,Poor
Gujarat,Vadodara,Groundwater,7.51,8.53,5.03,44.3,301,200,4.51,22.3,1.1,20.5,305,54,67,50,Poor
Gujarat,Ahmedabad,Lake,7.11,5.92,7.46,10.04,509,661,9.11,30.31,0.79,29.4,101,147,93,12,Unsafe
Kerala,Kozhikode,River,7.8,9.0,2.29,16.5,286,449,1.54,6.12,1.03,31.4,110,50,156,70,Moderate
Kerala,Kochi,Reservoir,8.59,9.13,2.25,28.14,565,384,5.13,14.47,2.18,28.6,149,126,148,42,Poor
Andhra Pradesh,Visakhapatnam,Groundwater,6.48,5.46,1.65,21.2,692,180,9.97,35.96,0.78,23.8,109,32,35,5,Unsafe
Andhra Pradesh,Visakhapatnam,Reservoir,6.78,8.64,2.87,39.19,502,338,2.55,8.64,0.89,19.1,186,38,63,57,Poor
Delhi,New Delhi,Lake,6.72,5.79,1.56,16.47,97,409,1.62,38.12,0.5,20.6,159,72,125,48,Poor
Delhi,New Delhi,Reservoir,8.04,8.68,7.18,26.07,412,533,4.21,19.48,1.36,26.3,84,72,165,40,Poor
Kerala,Kozhikode,River,6.31,7.38,6.34,36.65,284,432,5.47,32.18,2.16,18.3,202,164,123,31,Unsafe
Andhra Pradesh,Vijayawada,Reservoir,6.83,7.2,7.19,44.75,357,620,5.84,11.92,0.92,32.2,265,60,69,39,Unsafe
Uttar Pradesh,Lucknow,Groundwater,7.35,8.67,6.19,24.31,490,828,7.75,4.52,1.5,23.4,107,31,64,44,Poor
Maharashtra,Nagpur,Reservoir,8.28,6.2,4.81,25.73,549,439,5.55,16.27,1.3,24.9,97,31,141,24,Unsafe
Maharashtra,Mumbai,Groundwater,7.47,5.83,6.37,32.87,457,607,1.31,26.22,2.1,21.5,64,96,80,32,Unsafe
Andhra Pradesh,Guntur,Lake,6.3,5.79,5.61,39.3,592,647,4.48,30.44,2.18,21.3,276,77,147,15,Unsafe
